,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
23,2014-04-23,2,7.0,0.3333333333333333,1.0,0.09511485338064438,9310.856999874115,0.0,1.0,4591.195,3049.582000000001,142.137,47.78099999999999,93.535,0.0,50.004,2384.599,169.14499999999998,16.097,0.0,
24,2014-04-24,3,8.0,-0.2,1.2,0.11913178112779042,11309.896000862122,0.0,0.0,3088.8499999999995,3579.2059999999997,417.57599999999996,0.0,82.664,0.0,52.496,2900.7960000000003,0.0,0.0,1800.118,
25,2014-04-25,4,7.0,-0.2,1.0,0.1303849575356078,4424.054999589917,0.0,0.0,3085.391,863.989,34.246,22.16,37.242999999999995,0.0,58.244,1666.3220000000001,89.54700000000001,0.0,10.033,
26,2014-04-26,5,8.0,0.0,1.0,0.033010370092237507,4114.448999881744,0.0,0.0,779.3349999999999,558.98,77.907,24.242000000000004,59.433,23.264,56.092,1833.6790000000003,129.18,40.239,0.0,
27,2014-04-27,6,7.25,0.25,0.5,0.053142000214668944,13994.419999837875,0.0,0.0,966.2979999999999,1582.386,558.951,27.411999999999995,51.331999999999994,0.0,56.368,1685.4180000000001,182.125,24.225,236.878,
28,2014-04-28,0,7.5,-0.5,1.0,0.09235672736208862,2569.507999897006,0.0,0.0,1641.691,676.588,74.999,0.0,0.0,0.0,673.05,290.841,81.965,0.0,7.022,
29,2014-04-29,1,7.0,-0.2,0.8,0.0,0.0,0.0,0.0,9.48,24.046000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,2014-04-30,2,6.2,-0.2,0.2,0.030598256251653227,1370.197999715805,0.0,0.0,212.455,380.80899999999997,0.0,0.0,0.0,0.0,23.65,792.076,0.0,59.238,12.065,
31,2014-05-01,3,6.4,-0.6,0.4,0.057490928556129715,8454.422998905184,0.0,1.0,6414.530999999999,2024.1280000000002,455.10499999999996,89.15299999999999,621.9910000000001,0.0,252.73099999999997,2350.0380000000005,82.913,37.83,0.0,
32,2014-05-02,4,6.8,-0.5,1.0,0.08226363403733761,8815.100000619886,1.0,0.0,3910.6259999999993,2619.4509999999996,109.002,5.023,202.949,0.0,218.451,2816.699,30.166,84.101,25.779,
33,2014-05-03,5,7.4,0.0,1.0,0.054198748079751564,7978.536000013354,2.0,0.0,3301.658,2420.1920000000005,144.73700000000002,12.035,466.36099999999993,0.0,53.655,1904.8290000000002,0.0,46.672,217.981,
34,2014-05-04,6,6.8,-0.4,0.6666666666666666,0.029219101387488376,8414.128998994829,0.0,0.0,2362.658,1270.993,527.476,0.0,371.341,0.0,167.92399999999998,1541.5349999999999,118.76499999999999,0.0,1047.9259999999997,
35,2014-05-05,0,7.0,0.5,1.0,0.06396706485711144,6217.170999526979,0.0,0.0,1303.5769999999998,1317.1710000000003,208.636,8.033,306.696,0.0,531.5120000000001,1655.1580000000001,47.757,83.581,454.036,
36,2014-05-07,2,6.333333333333333,0.0,-0.25,0.027966857841785986,6894.3519999980945,1.0,0.0,2543.5920000000006,1530.4950000000001,67.793,27.476999999999997,409.98,0.0,107.934,2172.2390000000005,160.396,33.676,0.0,
37,2014-05-08,3,6.5,0.0,0.5,0.03576887078168944,2669.583000421525,0.0,0.0,2596.0969999999998,1174.9619999999998,0.0,0.0,148.867,0.0,26.128,1240.587,0.0,0.0,0.0,
38,2014-05-06,1,,,,0.07209549768692992,6754.850999116899,1.0,0.0,6114.802000000001,2253.145,202.795,13.349,21.003,0.0,6.327999999999999,1779.9270000000001,28.435,32.111,66.22,
