,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.utilities,appCat.weather
30,2014-05-03,5,6.4,1.2,0.0,0.090625,4976.420998811722,2.0,0.0,812.469,3407.885,0.0,0.0,0.0,51.278999999999996,484.90700000000004,213.976,0.0,
31,2014-05-04,6,7.4,-0.2,0.6,0.08654003267973859,5895.115000009537,0.0,0.0,2384.9460000000004,2716.763,0.0,52.266000000000005,0.0,71.264,2222.5159999999996,0.0,0.0,
32,2014-05-05,0,7.666666666666667,0.0,0.6666666666666666,0.16432475726422502,6067.894998550413,0.0,0.0,1198.807,2571.92,0.0,134.515,0.0,29.505000000000003,1162.3009999999997,0.0,0.0,
33,2014-05-07,2,7.8,0.6,0.8,0.10194033299050513,3210.024999856947,3.0,4.0,1373.641,1971.6690000000003,0.0,22.092,0.0,49.686,128.306,0.0,0.0,
34,2014-05-08,3,7.0,0.6,0.2,0.07134818007662835,4071.9699997901944,1.0,0.0,650.085,2697.733,0.0,147.359,0.0,45.333,532.8290000000001,0.0,0.0,
35,2014-05-09,4,6.4,1.2,-0.2,0.09930555555555555,5272.585998058319,5.0,4.0,1550.067,2408.672,0.0,83.545,0.0,50.701,1155.4569999999999,0.0,0.0,
36,2014-05-10,5,6.6,0.6,0.0,0.10075431034482761,4957.294000148775,2.0,0.0,1188.42,2582.842,0.0,78.40100000000001,0.0,53.631,836.5840000000001,28.979,0.0,
37,2014-05-11,6,7.0,1.4,0.4,0.07620818810004285,9192.12099909782,4.0,0.0,1236.296,3864.175,0.0,0.0,0.0,42.256,946.185,0.0,0.0,
38,2014-05-12,0,7.8,0.0,1.0,0.10003591954022988,3443.1820023059845,2.0,0.0,723.066,1799.5270000000003,0.0,93.762,0.0,55.589000000000006,741.0640000000001,0.0,0.0,
39,2014-05-13,1,6.8,0.8,0.4,0.07083333333333337,4063.568000078201,3.0,3.0,1072.947,2083.4049999999997,0.0,14.079,0.0,47.344,844.8080000000001,0.0,0.0,
40,2014-05-14,2,7.5,1.0,0.75,0.08833333333333335,2112.7540001869197,0.0,0.0,366.48799999999994,1257.21,0.0,0.0,0.0,24.139000000000003,464.584,0.0,0.0,
41,2014-05-15,3,7.0,1.5,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,2014-04-02,2,,,,0.153125,292.63900041580246,6.0,4.0,123.87599999999998,91.23300000000002,0.0,0.0,0.0,18.264,128.539,0.0,0.0,
43,2014-05-06,1,,,,0.09791666666666661,4865.127001285554,1.0,0.0,808.8280000000001,3622.312,0.0,48.879000000000005,0.0,6.064,377.746,0.0,0.0,
