,date,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities
13,2014-04-15,1,7.0,0.0,0.75,0.1627045190848325,2314.0849993228917,1.0,0.0,597.1240000000001,1143.354,29.955,49.322,0.0,16.063000000000002,0.0,0.0,0.0,
14,2014-04-16,2,6.75,0.0,0.5,0.156894295258828,4659.931999921799,3.0,0.0,1772.5919999999996,2176.3,98.313,156.839,83.49699999999999,208.362,44.205,0.0,0.0,
15,2014-04-17,3,7.0,0.6,1.0,0.17579131226414704,3586.985999107361,1.0,0.0,917.6109999999999,2026.286,277.921,69.21900000000001,17.055999999999997,71.537,77.111,0.0,0.0,
16,2014-04-18,4,6.8,0.2,0.8,0.08391203703703702,10604.005999326711,4.0,0.0,19572.727000000006,3323.092,1969.019,0.0,0.0,139.95699999999997,225.166,0.0,0.0,
17,2014-04-19,5,7.8,0.8,1.2,0.4626559157521546,2350.144000530243,4.0,0.0,1036.541,1437.4109999999998,24.328,0.0,0.0,45.626000000000005,8.028,0.0,0.0,
18,2014-04-20,6,8.0,1.2,1.6,0.4026460998855776,5678.742000579836,0.0,0.0,2010.927,2951.178,117.873,0.0,90.50899999999999,54.423,146.04500000000002,142.96,0.0,
19,2014-04-21,0,6.4,0.2,0.4,0.12294231059851525,8969.245000600815,1.0,2.0,4602.268,2636.605,811.63,74.317,265.72799999999995,333.349,187.171,0.0,0.0,
20,2014-04-22,1,7.0,0.0,1.0,0.1430603307574089,9638.796999454502,0.0,4.0,1185.229,2350.2389999999996,279.47299999999996,0.0,8.108,337.997,335.54599999999994,0.0,0.0,
21,2014-04-23,2,7.0,0.8,1.0,0.14131944444444447,6571.5590007305145,1.0,0.0,2247.9840000000004,3137.5020000000004,54.85,246.39000000000001,459.705,65.87899999999999,37.094,0.0,0.0,
22,2014-04-24,3,6.5,0.25,0.75,0.14166666666666666,5700.513000249864,1.0,0.0,1442.6449999999998,3204.4539999999997,159.756,32.102,4.008,43.305,20.057,190.698,0.0,
23,2014-04-25,4,7.0,1.0,1.0,0.22801299283154122,7996.895000219345,11.0,0.0,4673.440999999999,3241.756,627.4469999999999,0.0,0.0,205.656,68.251,202.602,0.0,
24,2014-04-26,5,7.0,0.3333333333333333,1.0,0.4806468133230304,9394.792001485826,16.0,2.0,4263.612999999999,3626.216,56.575,85.333,4.0169999999999995,145.70200000000003,105.042,183.126,5.064,
25,2014-04-27,6,7.4,1.0,1.2,0.08819444444444445,4124.311999559405,2.0,0.0,1294.1599999999999,1523.4080000000001,488.436,0.0,26.223999999999997,231.69,254.141,0.0,0.0,
26,2014-04-28,0,6.8,0.8,0.8,0.12152777777777775,5360.359998464583,1.0,1.0,1576.4119999999998,1751.419,431.43,105.365,86.208,1330.8139999999999,25.435,0.0,0.0,
27,2014-04-29,1,7.0,0.3333333333333333,1.0,0.11588613406795228,4310.028000354766,2.0,4.0,1327.81,2115.026,357.10600000000005,124.05300000000001,19.066000000000003,337.9510000000001,194.576,0.0,0.0,
28,2014-04-30,2,7.0,0.4,0.8,0.13729645593869724,6613.579000234608,1.0,0.0,1516.87,1393.0489999999998,199.23499999999999,0.0,172.75,534.4069999999999,136.04,47.282,0.0,
29,2014-05-01,3,7.0,0.8,1.0,0.044723573773501946,4077.710999965668,0.0,3.0,1694.386,1682.5469999999998,191.66699999999997,39.131,19.341,44.523999999999994,15.63,0.0,0.0,
30,2014-05-02,4,7.0,1.0,1.0,0.227085562427016,14021.190000057217,1.0,1.0,1813.5969999999998,2478.9120000000003,158.07399999999998,26.08,36.20399999999999,30.283,753.873,90.475,0.0,
31,2014-05-03,5,7.4,1.0,1.2,0.06090004900650448,2061.527000188832,0.0,0.0,446.25999999999993,419.201,0.0,0.0,2.112,267.29499999999996,53.183,0.0,0.0,
32,2014-05-04,6,7.2,0.8,1.0,0.0061580925942242085,182.4570002555847,0.0,0.0,178.25,4.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,2014-05-05,0,7.0,0.75,1.0,0.008328883576947317,321.99599981307983,0.0,0.0,69.075,0.0,0.0,0.0,0.0,14.034,0.0,0.0,0.0,
34,2014-05-07,2,6.75,0.5,1.0,0.25,109.07999992370584,0.0,0.0,218.654,11.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,2014-05-08,3,7.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,2014-05-09,4,7.0,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,2014-05-10,5,7.333333333333333,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,2014-05-11,6,7.0,0.4,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,2014-05-12,0,7.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,2014-05-13,1,7.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,2014-05-14,2,7.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,2014-05-15,3,7.0,0.5,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,2014-04-01,1,,,,0.16327075702075725,2495.4689996242532,2.0,3.0,614.669,1552.1509999999998,0.0,0.0,0.0,114.025,48.92600000000001,0.0,0.0,
44,2014-05-17,5,,,,0.026726726726726716,165.6840002536778,0.0,0.0,6.232,99.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
