,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,subject_id,days
13,3,6.6,-1.2,0.4,0.0792361012201491,23807.217000961307,4.0,0.0,2352.334,12982.885,1149.388,76.234,0.0,0.0,237.044,2313.139,0.0,0.0,143.98600000000002,0.0,1,13
14,4,6.0,0.0,0.0,0.2508332271356358,16329.684999465944,1.0,0.0,2137.67,9234.783,1954.237,0.0,0.0,0.0,172.787,3183.315,177.32299999999998,0.0,215.855,0.0,1,14
15,5,6.8,-0.4,0.6,0.1183021211562731,6402.661000728611,1.0,1.0,15212.549000000005,2204.972,76.369,0.0,0.0,0.0,87.224,363.208,187.945,0.0,140.021,0.0,1,15
16,6,6.5,-0.5,0.5,0.0291331068777139,6287.424999713897,4.0,0.0,4510.692999999999,2815.851000000001,187.214,0.0,114.406,0.0,119.968,321.46,0.0,0.0,46.249,0.0,1,16
17,0,6.5,-0.6666666666666666,0.5,0.0496511448616143,8056.329999923706,0.0,0.0,743.195,5217.487999999999,361.713,46.128,0.0,17.107,125.851,1203.891,60.247,0.0,131.44400000000002,0.0,1,17
18,1,7.0,-0.4,0.6666666666666666,0.0502819877686187,13537.206001281736,1.0,0.0,968.727,8494.01,3208.8370000000004,19.131,0.0,0.0,250.135,2503.7829999999994,0.0,0.0,110.51,0.0,1,18
19,2,7.0,-0.8,0.5,0.1775630252100839,13468.02000164986,5.0,0.0,1528.7399999999998,7313.045000000001,906.397,0.0,0.0,0.0,349.695,2863.749,0.0,0.0,19.348,0.0,1,19
20,3,7.2,-0.4,0.8,0.0667254670463226,13544.10299921036,7.0,0.0,927.301,7157.741,2197.64,0.0,1.059,23.195,106.716,1516.724,0.0,0.0,935.698,0.0,1,20
21,4,7.4,-1.2,1.0,0.1744895772452755,10450.9270002842,0.0,0.0,3242.737,3581.067,1397.5749999999998,94.093,0.0,0.0,51.603,640.2660000000001,34.234,0.0,214.648,0.0,1,21
22,5,6.75,-1.25,0.5,0.1333333333333334,9907.918000698086,0.0,0.0,430.60800000000006,5755.389999999999,1670.225,0.0,0.0,0.0,58.93600000000001,233.31000000000003,0.0,0.0,180.647,0.0,1,22
23,6,8.0,-0.75,1.0,0.06077473011897,3274.305999517439,0.0,0.0,329.521,1308.929,1168.6920000000002,82.413,0.0,0.0,116.355,44.351,5.031,0.0,171.74499999999998,0.0,1,23
24,0,7.2,-1.2,0.6,0.1415153252187232,14254.2249994278,1.0,0.0,912.255,5002.285,6151.812,89.32300000000001,0.0,0.0,143.066,2144.574,29.104,0.0,479.35,0.0,1,24
25,1,7.2,-0.2,1.0,0.1104491670916588,12277.122998476028,8.0,1.0,1462.8760000000002,5759.654,1169.145,13.043,0.0,0.0,107.374,2290.648,8.363,0.0,736.15,0.0,1,25
26,2,6.6,0.5,0.3333333333333333,0.1072995877233166,14634.0209980011,0.0,2.0,1202.358,5489.235999999999,530.051,0.0,0.0,0.0,46.861,4296.993,0.0,0.0,234.341,0.0,1,26
27,3,6.625,0.375,0.5,0.1632539586082365,12301.342001676569,2.0,0.0,543.906,6739.518999999999,92.074,0.0,0.0,0.0,52.763,2133.427,0.0,0.0,89.27099999999999,0.0,1,27
28,4,6.8,-0.8,0.8,0.1151714575443389,19992.286999225613,1.0,0.0,1919.051,12565.243,824.5210000000001,119.163,0.0,0.0,47.683,2519.746,63.874,0.0,88.68,0.0,1,28
29,5,7.6,-0.4,1.0,0.1094604282390922,4227.180000305177,1.0,0.0,775.515,2008.813,469.274,95.629,29.084,0.0,32.587,379.419,128.89,0.0,305.79600000000005,0.0,1,29
30,6,7.5,0.0,0.75,0.1005029559228841,16679.928000688556,2.0,2.0,905.391,5253.207,614.557,10.606,0.0,0.0,30.188,2254.995,0.0,0.0,121.035,0.0,1,30
31,0,7.4,-0.5,1.0,0.2620376248938958,3549.5069994926453,1.0,0.0,3533.65,1829.341,158.316,33.266,0.0,0.0,60.888000000000005,0.0,68.278,0.0,173.31199999999998,0.0,1,31
32,1,7.6,0.2,1.0,0.1149787464042945,10838.671000242231,2.0,0.0,2021.509,7844.316,758.583,20.183,0.0,0.0,64.204,850.206,0.0,0.0,355.244,0.0,1,32
33,2,7.4,0.0,1.0,0.0696070554466355,12214.871997356411,1.0,0.0,1139.877,9173.034,510.684,36.321,0.0,0.0,39.447,1280.789,0.0,0.0,111.568,0.0,1,33
34,3,7.6,-0.2,1.0,0.0855263599407418,18342.29700016976,2.0,0.0,1489.0670000000002,10365.448000000002,1868.995,209.937,0.0,0.0,22.723,1989.081,0.0,0.0,665.8009999999999,0.0,1,34
35,4,7.2,-0.2,0.8,0.1283864580314884,20346.476000308998,2.0,1.0,977.0940000000002,10004.917,1838.957,21.071,0.0,0.0,60.912,3174.2719999999995,114.5,0.0,639.287,0.0,1,35
36,5,7.6,0.2,1.0,0.3322751001653424,14529.747999191284,3.0,4.0,932.796,1537.157,125.556,27.267,0.0,0.0,56.36699999999999,2368.377,470.7729999999999,3.148,315.763,0.0,1,36
37,6,7.5,-0.75,1.0,0.0657322903085615,6456.6710000038165,0.0,0.0,1292.271,3164.321,1480.8949999999998,0.0,0.0,0.0,1045.4889999999998,27.47,0.0,0.0,32.143,0.0,1,37
38,0,7.8,-0.5,1.0,0.0538775863316938,10549.490000009537,2.0,0.0,993.106,4812.439,1577.764,465.253,0.0,0.0,81.754,2393.782,0.0,0.0,408.388,0.0,1,38
39,1,6.8,-0.25,0.6666666666666666,0.0941931092044272,7703.804998636244,0.0,0.0,5522.986000000001,3793.807,1197.615,0.0,333.305,0.0,43.46,423.588,41.982,0.0,399.362,0.0,1,39
40,2,7.8,-0.4,0.8,0.1833460656990069,5882.233000278472,1.0,0.0,795.383,2854.203,741.063,30.135,0.0,0.0,183.816,67.894,272.798,0.0,123.369,0.0,1,40
41,3,8.0,-0.6,1.0,0.0894498153243598,15678.897998571396,6.0,0.0,1189.727,7002.293,288.537,1636.7620000000002,0.0,28.098,45.20100000000001,4300.258,0.0,0.0,224.318,0.0,1,41
42,4,7.8,0.0,1.0,0.2004634732640683,15813.37499976158,1.0,4.0,1527.044,8395.226999999999,663.934,81.225,0.0,0.0,31.678,1164.318,0.0,0.0,56.33400000000001,0.0,1,42
43,5,7.8,-0.2,1.0,0.1138520153824242,10395.473000764849,0.0,1.0,822.489,4970.001,2739.973,1314.065,0.0,0.0,41.41499999999999,416.822,143.631,30.102,125.60500000000002,0.0,1,43
44,6,8.0,-0.75,1.0,0.100388418079096,6958.5579993724805,0.0,0.0,1709.1350000000002,4747.972000000001,950.383,0.0,0.0,0.0,35.658,548.409,0.0,0.0,0.0,0.0,1,44
0,6,6.5,-0.5,0.5,0.0,746.3150000572202,0.0,0.0,116.333,2400.102,0.0,0.0,0.0,0.0,48.325,39.985,0.0,0.0,0.0,0.0,2,0
1,0,6.5,0.5,0.0,0.145299145299145,8669.900000572203,6.0,0.0,1392.999,4786.894,320.024,0.0,0.0,0.0,128.88099999999997,123.806,0.0,0.0,0.0,0.0,2,1
2,1,8.0,0.8,1.0,0.3515841745494482,6820.626001119612,15.0,1.0,2703.184,3947.965,2280.097,0.0,0.0,0.0,89.302,212.871,0.0,0.0,0.0,0.0,2,2
3,2,7.4,0.2,0.6,0.4520518759416128,7920.775000095371,3.0,1.0,1524.8529999999998,2403.19,154.147,0.0,0.0,0.0,97.805,51.841,567.165,0.0,0.0,0.0,2,3
4,3,6.5,-0.5,0.25,0.3550261276127612,4095.841001987458,6.0,0.0,1519.766,2080.793,118.799,0.0,0.0,0.0,94.65099999999998,94.488,0.0,0.0,0.0,0.0,2,4
5,4,7.5,-0.25,0.75,0.4530748860109915,8783.810998678211,13.0,2.0,2413.472,3025.1940000000004,71.373,0.0,0.0,0.0,34.005,288.28099999999995,311.343,0.0,0.0,0.0,2,5
6,5,7.0,-1.25,0.0,0.6106273305187591,8297.846002817147,27.0,1.0,1912.3640000000005,1314.297,966.0110000000002,0.0,0.0,0.0,43.051,538.079,901.308,0.0,0.0,0.0,2,6
7,6,6.25,-0.75,0.0,0.2368340079856287,6254.576000928882,9.0,1.0,1032.127,2312.727,345.25199999999995,0.0,0.0,0.0,66.363,166.117,1236.239,0.0,0.0,0.0,2,7
8,0,6.0,0.2,-0.6,0.3055988399466659,2337.858999490738,3.0,0.0,819.019,3088.753,307.231,0.0,0.0,0.0,79.396,246.116,37.212,0.0,0.0,0.0,2,8
9,1,8.0,-1.0,1.0,0.3178556534570885,4699.6799993515015,6.0,0.0,2710.713,2904.498,697.502,0.0,0.0,0.0,46.454,148.447,0.0,0.0,0.0,0.0,2,9
10,2,6.8,-1.4,0.0,0.4739670429333104,5573.225001811981,6.0,0.0,1783.2149999999997,908.472,936.062,0.0,0.0,0.0,48.92100000000001,1498.783,0.0,0.0,0.0,0.0,2,10
11,3,7.5,-0.5,0.75,0.3722780886817727,4403.471998929977,5.0,0.0,2306.608,3640.386,508.1049999999999,0.0,0.0,0.0,36.252,135.10399999999998,0.0,0.0,67.16300000000001,0.0,2,11
12,4,7.2,-0.2,0.6,0.3310718545049721,6286.520999193192,3.0,0.0,967.092,2224.125,670.3140000000001,0.0,0.0,0.0,820.488,2709.468,0.0,0.0,0.0,0.0,2,12
13,5,7.0,-0.75,0.25,0.3766675123736732,4599.822996616364,9.0,2.0,17745.09,1701.703,1100.594,0.0,0.0,0.0,53.59,465.341,501.644,0.0,0.0,0.0,2,13
14,6,6.75,-1.5,0.75,0.4821386663947987,4104.186000108718,10.0,1.0,822.5569999999999,1561.127,1278.5939999999998,0.0,0.0,0.0,46.964,398.663,0.0,0.0,0.0,0.0,2,14
15,0,7.2,-0.4,0.4,0.2106282483494873,4680.699998855592,13.0,2.0,1041.204,2501.2320000000004,354.965,0.0,0.0,0.0,141.009,249.358,0.0,0.0,0.0,0.0,2,15
16,1,7.6,-0.2,1.0,0.2274688472242218,2230.994997978211,2.0,1.0,2479.6320000000005,518.826,38.085,0.0,0.0,0.0,165.23200000000003,1980.394,345.20000000000005,0.0,0.0,0.0,2,16
17,2,6.8,-0.6,0.0,0.4375972897063317,7725.686000347136,3.0,0.0,2179.608,3639.577,1060.345,0.0,0.0,0.0,152.541,254.688,0.0,0.0,0.0,0.0,2,17
18,3,5.5,-0.5,-0.25,0.4141250962254187,6689.557000398634,1.0,0.0,1497.647,3483.14,342.428,0.0,0.0,0.0,53.246,185.634,254.826,0.0,0.0,0.0,2,18
19,4,6.0,-1.0,0.0,0.3201695027308536,3811.4090015888223,5.0,0.0,808.6890000000001,2982.0150000000003,206.359,0.0,0.0,0.0,149.707,139.225,63.468,0.0,0.0,0.0,2,19
20,5,7.8,0.2,0.6,0.41738387640811,9488.749001264569,9.0,1.0,1663.601,1890.734,1220.2219999999998,0.0,0.0,0.0,103.228,154.209,388.071,0.0,0.0,0.0,2,20
21,6,5.25,-1.25,-0.5,0.2783120888721945,5771.9399983882895,6.0,0.0,946.531,1434.586,1002.97,0.0,0.0,0.0,32.148,330.342,0.0,0.0,0.0,0.0,2,21
22,0,6.0,-0.2,0.2,0.2383502476868058,7944.606998682024,2.0,0.0,1728.544,3899.562,737.9159999999999,0.0,0.0,0.0,101.514,1987.785,0.0,0.0,0.0,0.0,2,22
23,1,6.75,0.0,0.25,0.2130980078385484,3886.035999536516,11.0,1.0,1149.441,1995.126,193.48,0.0,0.0,0.0,116.948,824.3490000000002,0.0,0.0,0.0,0.0,2,23
24,2,6.75,-1.0,0.5,0.2843387785079952,5642.332999944685,9.0,1.0,1063.842,2583.8010000000004,597.8439999999999,0.0,0.0,0.0,71.47999999999999,234.74400000000003,0.0,0.0,0.0,0.0,2,24
25,3,7.0,0.25,0.5,0.448422663501547,7353.002999067307,4.0,1.0,1583.1530000000002,2586.5060000000003,711.484,0.0,0.0,0.0,105.985,197.34000000000003,525.1129999999999,0.0,2.045,0.0,2,25
26,4,7.0,-0.25,0.75,0.538598684058888,3932.4550008773817,4.0,1.0,1278.5060000000003,1862.811,713.9559999999999,0.0,0.0,0.0,156.421,526.178,0.0,0.0,0.0,0.0,2,26
27,5,6.0,0.0,0.0,0.376237623762376,5455.503000259398,6.0,1.0,1746.033,1971.336,0.0,0.0,0.0,0.0,36.042,377.625,630.9290000000001,0.0,6.986,0.0,2,27
28,6,6.8,-0.6,0.0,0.4451998050682261,3179.3849985599527,3.0,0.0,882.7169999999999,1030.667,371.52,0.0,0.0,0.0,84.084,98.02599999999998,521.8309999999999,0.0,0.0,0.0,2,28
29,0,8.25,0.0,1.0,0.371927101148034,2916.953001260758,9.0,7.0,913.033,1872.266,95.772,0.0,0.0,0.0,27.226,83.94,0.0,0.0,84.488,0.0,2,29
30,1,6.5,0.5,0.0,0.325,701.2870004177096,2.0,0.0,99.003,445.917,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,0.0,2,30
31,2,8.0,0.0,1.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,31
32,3,6.5,0.5,0.5,0.325,41.23499965667722,5.0,2.0,2.007,37.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
33,5,7.0,-2.0,0.0,0.325,187.3220000267031,1.0,0.0,10.09,72.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,34
34,1,5.0,-1.0,1.0,0.325,13.08000016212468,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0,0.0,2,37
0,4,9.0,1.0,2.0,0.0,719.0310006141669,1.0,1.0,132.778,1175.403,628.638,0.0,0.0,0.0,67.01100000000001,0.0,0.0,0.0,0.0,0.0,3,0
1,5,7.8,1.2,1.0,0.2164490717083972,2409.999000310899,7.0,0.0,414.434,457.648,3853.922,0.0,0.0,0.0,108.093,0.0,39.498,0.0,0.0,0.0,3,1
2,6,8.2,0.0,1.2,0.1254606602094855,4826.278999805451,2.0,2.0,499.724,1462.8080000000002,1484.4219999999998,36.364,0.0,161.998,176.798,0.0,404.452,0.0,4.35,0.0,3,2
3,0,7.8,-0.6,1.4,0.3328110896693109,6812.0190012455005,3.0,0.0,152.752,2442.594,4184.405,105.217,0.0,125.32500000000002,938.251,0.0,0.0,0.0,5.136,0.0,3,3
4,1,7.8,-0.4,1.2,0.2388216122729514,3741.105999708177,6.0,1.0,1044.495,1255.175,1391.6360000000002,447.543,0.0,141.076,129.617,0.0,0.0,11.064,28.843000000000004,0.0,3,4
5,2,8.25,0.0,1.0,0.2506796667656724,3360.699998855591,1.0,0.0,118.63899999999998,1347.731,1637.571,87.141,0.0,20.684,65.455,0.0,12.84,54.973,0.0,0.0,3,5
6,3,7.75,0.5,0.5,0.1746449248744994,3137.0710003376,0.0,0.0,109.575,590.019,2335.583,0.0,0.0,13.437,67.14099999999999,0.0,0.0,0.0,13.124,0.0,3,6
7,4,8.25,-0.5,1.5,0.3429669729803419,3639.426999092102,6.0,1.0,756.287,1284.532,2947.5460000000003,0.0,0.0,46.206,246.443,0.0,0.0,27.282,11.411,0.0,3,7
8,5,8.4,-0.2,1.6,0.2289608431432501,2017.329000473023,0.0,1.0,19.31,145.878,2263.222,49.371,0.0,0.0,100.131,0.0,0.0,36.505,0.0,0.0,3,8
9,6,8.4,-0.8,1.2,0.2455649402782265,4161.252999544145,1.0,0.0,12.869,1193.877,2742.867,0.0,0.0,26.284,137.831,0.0,0.0,0.0,0.0,0.0,3,9
10,0,7.6,0.8,0.6,0.1526580459770114,9337.108000040054,3.0,0.0,2027.731,4289.605,1691.305,77.49100000000001,0.0,0.0,150.269,0.0,0.0,35.267,5.16,0.0,3,10
11,1,7.8,0.4,0.8,0.1894752623688155,3392.170999526977,2.0,1.0,560.928,858.424,1649.34,58.641,0.0,62.49,202.873,0.0,0.0,0.0,0.0,0.0,3,11
12,2,7.4,0.4,0.4,0.2198189574484483,3318.973000764848,1.0,0.0,842.596,833.8079999999999,1975.193,65.439,0.0,18.699,58.141,0.0,54.145,0.0,0.0,0.0,3,12
13,3,7.6,0.0,0.8,0.0958960604077141,2164.7479996681213,1.0,0.0,19585.094,572.821,2063.891,52.834,0.0,0.0,127.174,0.0,0.0,0.0,29.197000000000003,0.0,3,13
14,4,7.8,-0.2,1.2,0.1530562668375675,3040.553998231887,1.0,3.0,620.288,916.454,1354.659,66.553,0.0,6.163,883.619,0.0,0.0,20.192,0.0,0.0,3,14
15,5,7.6,1.2,1.0,0.1977873916539268,3266.931000232693,6.0,0.0,226.14,411.0,2233.23,0.0,0.0,4.064,83.226,0.0,0.0,315.509,0.0,0.0,3,15
16,6,7.0,0.4,1.0,0.0581461292102369,6536.066998243338,0.0,0.0,58.06099999999999,1147.111,4174.673999999999,0.0,0.0,102.422,1031.4879999999998,0.0,19.696,0.0,0.0,0.0,3,16
17,0,7.2,0.2,1.0,0.3463409988620072,5326.09099960327,2.0,0.0,596.011,2070.081,2670.2980000000007,0.0,0.0,124.681,53.888000000000005,0.0,0.0,40.224,0.0,0.0,3,17
18,1,7.4,0.4,1.0,0.2206306673612839,2482.730999708176,2.0,1.0,376.932,535.06,1302.725,115.286,0.0,0.0,79.923,0.0,0.0,65.634,0.0,0.0,3,18
19,2,7.8,0.6,1.2,0.2380210353894564,3529.454000234607,0.0,0.0,520.441,796.5519999999999,794.749,0.0,0.0,1496.281,81.63000000000001,0.0,0.0,11.128,0.0,0.0,3,19
20,3,7.4,0.2,1.0,0.1388708312123011,5182.871000766756,0.0,2.0,103.689,1894.596,2978.209,31.735,0.0,20.07,84.91499999999999,13.22,0.0,50.254,0.0,0.0,3,20
21,4,7.6,0.2,1.0,0.1650912290451052,5135.809999227518,0.0,0.0,102.159,1507.1409999999998,1305.326,17.149,0.0,2.1,316.99300000000005,0.0,0.0,2239.937,4.513,0.0,3,21
22,5,8.0,0.3333333333333333,1.0,0.1490643028000561,3898.744999647144,5.0,0.0,19437.128,418.29300000000006,4432.754000000001,0.0,0.0,7.06,1096.133,0.0,0.0,28.343,9.33,0.0,3,22
23,6,7.4,0.4,1.0,0.2181969201431743,7389.36199903488,1.0,1.0,1420.999,2392.143,12077.634,0.0,0.0,0.0,4343.183,0.0,0.0,21.096,0.0,0.0,3,23
24,0,6.8,0.0,0.8,0.2142600669873397,5043.708999395367,1.0,1.0,1795.689,3482.3,1717.519,0.0,0.0,651.829,63.711,0.0,0.0,0.0,0.0,0.0,3,24
25,1,7.6,0.2,0.8,0.3448812628499674,3870.282999277116,6.0,0.0,734.2210000000001,2152.39,1772.462,28.19,0.0,6.025,83.089,41.365,0.0,11.226,17.303,0.0,3,25
26,2,8.0,0.8,1.0,0.080767786877268,4225.89099955559,1.0,0.0,246.407,771.137,3058.839,18.113,0.0,33.186,204.555,0.0,0.0,12.082,0.0,0.0,3,26
27,3,7.5,0.25,1.0,0.1494123931623933,5866.815000057217,3.0,2.0,1782.112,2262.388000000001,1655.9350000000002,172.576,0.0,0.0,166.83299999999997,0.0,0.0,38.228,38.993,0.0,3,27
28,4,7.25,0.0,0.75,0.039813244668054,6243.610000371931,8.0,0.0,1798.719,1850.996,3761.725,0.0,0.0,183.844,47.489,0.0,0.0,104.386,7.954,0.0,3,28
29,5,7.8,0.6,0.8,0.2765973266262613,1558.5330004692073,4.0,1.0,117.624,705.72,609.881,0.0,0.0,0.0,54.535,0.0,69.034,15.168,0.0,0.0,3,29
30,6,8.0,0.25,1.25,0.1511613126586887,3142.534999370575,3.0,2.0,489.672,1072.362,1122.245,0.0,0.0,0.0,31.033,0.0,26.617,225.16000000000005,0.0,0.0,3,30
31,0,7.0,0.0,0.8,0.055885346800284,4396.129000425343,3.0,0.0,723.0600000000001,621.2579999999999,2274.3630000000003,23.194,0.0,0.0,1422.158,0.0,167.219,0.0,5.461,0.0,3,31
32,1,7.6,0.4,1.0,0.131573572386915,5898.068000555039,0.0,0.0,126.094,1795.2870000000005,4512.179999999999,0.0,0.0,39.548,339.681,0.0,0.0,0.0,0.0,0.0,3,32
33,2,7.0,0.8,0.6,0.1078381600574114,3866.98699951172,0.0,1.0,145.374,1435.273,2032.273,159.123,0.0,0.0,60.476,0.0,0.0,23.108,0.0,0.0,3,33
34,3,7.6,-0.2,1.0,0.1790979068868129,5117.668000221253,0.0,0.0,115.675,2658.261,2094.191,52.354,0.0,0.0,164.967,0.0,0.0,24.156,0.0,0.0,3,34
35,4,7.5,-0.5,1.0,0.0653751766193203,8758.004999876019,0.0,0.0,42.124,7401.722,1830.873,30.254,0.0,178.498,57.556,0.0,0.0,17.439,10.174,0.0,3,35
36,5,7.25,-1.0,1.0,0.1348900176361417,4282.003998994826,4.0,3.0,391.963,801.082,2868.99,13.049,0.0,0.0,80.482,19.455,0.0,54.501,0.0,0.0,3,36
37,6,7.8,-1.0,1.0,0.2370801891511396,5323.255000114445,0.0,2.0,60.268,1404.2210000000002,4428.078,0.0,0.0,0.0,1282.6329999999998,0.0,160.098,0.0,0.0,0.0,3,37
38,0,7.0,-1.2,1.0,0.0977453485119829,4794.290999412537,1.0,0.0,118.209,2794.5560000000005,7832.6,16.065,0.0,0.0,1212.129,7.876,380.834,61.76199999999999,13.238,0.0,3,38
39,1,7.2,-1.0,1.0,0.1680723053319128,3249.798998832703,0.0,0.0,20.779,1844.721,995.874,35.27,0.0,6.506,60.016,0.0,0.0,11.08,0.0,0.0,3,39
40,2,7.0,-1.0,1.0,0.1600570143117559,4560.576998949049,0.0,0.0,191.088,1865.919,2030.749,456.276,0.0,0.0,92.785,0.0,0.0,13.057,16.27,0.0,3,40
41,3,7.2,-1.0,1.0,0.1059186504572118,3123.779000043868,1.0,0.0,1824.377,1086.428,2489.3160000000003,0.0,0.0,61.166,64.075,0.0,0.0,41.5,12.198,0.0,3,41
42,4,7.6,-1.0,1.4,0.1485511445957694,6597.650000333786,10.0,1.0,274.71500000000003,895.4429999999999,4159.1,43.224,0.0,0.0,723.066,0.0,161.913,0.0,20.623,0.0,3,42
43,5,7.5,-0.875,1.0,0.1409254580210461,7109.247000694279,5.0,0.0,550.479,687.3760000000001,3246.71,0.0,0.0,0.0,60.175,0.0,72.50900000000001,0.0,19.621,0.0,3,43
44,6,7.4,-0.8,0.8,0.1337861658019349,2263.989999294281,4.0,0.0,80.634,602.0170000000002,1522.372,0.0,0.0,0.0,38.719,0.0,0.0,15.146,0.0,0.0,3,44
45,0,7.25,-0.75,1.0,0.1173147559511195,4112.060000658036,2.0,1.0,124.644,405.274,3137.0070000000005,13.243,0.0,0.0,248.233,0.0,130.482,41.416,6.155,0.0,3,45
46,2,7.833333333333333,-0.8333333333333334,1.0,0.188161568716641,5969.339999437334,2.0,0.0,1288.139,2611.185,1860.228,0.0,0.0,28.807,255.886,0.0,0.0,152.65,0.0,0.0,3,47
0,5,6.8,-0.4,1.0,0.0,12983.892998933798,6.0,0.0,978.453,9487.455,2211.4700000000003,0.0,0.0,0.0,318.581,1152.222,0.0,186.877,41.317,0.0,5,0
1,6,6.0,0.0,-0.3333333333333333,0.0,3969.85399889946,3.0,0.0,374.6490000000001,2764.108,651.908,0.0,0.0,0.0,96.555,0.0,0.0,55.344,22.33,0.0,5,1
2,0,5.8,-0.6,0.2,0.2153750389044505,4715.0920011997205,0.0,2.0,851.6690000000001,2477.802,1161.3,0.0,0.0,0.0,150.809,0.0,0.0,7.0680000000000005,13.116,0.0,5,2
3,1,7.25,0.5,1.0,0.1079456180792387,9705.633000850685,9.0,0.0,425.8259999999999,5111.165999999999,973.576,0.0,0.0,0.0,75.089,0.0,0.0,4.102,70.17099999999999,0.0,5,3
4,2,7.0,0.25,1.0,0.2570834052171522,3968.6640009880057,0.0,0.0,130.387,2650.254,1007.266,0.0,0.0,0.0,119.924,0.0,0.0,47.58,6.056,0.0,5,4
5,3,7.0,1.2,0.6,0.121629478247575,6898.511999130249,0.0,1.0,193.014,6099.136,512.202,0.0,0.0,0.0,160.92900000000003,0.0,0.0,0.0,9.034,0.0,5,5
6,4,7.5,0.75,1.0,0.1328454458706559,2421.4470002651224,2.0,3.0,428.408,1726.093,273.791,0.0,0.0,0.0,53.41799999999999,0.0,0.0,0.0,0.0,0.0,5,6
7,5,4.5,-2.0,-0.75,0.0717105263157893,2236.370998859406,0.0,0.0,13.041,1738.621,435.867,0.0,0.0,0.0,112.11499999999998,0.0,0.0,0.0,7.036,0.0,5,7
8,6,4.2,-1.4,-1.0,0.1910457620968602,3892.241000413896,1.0,9.0,269.464,2427.5820000000003,1098.652,0.0,0.0,0.0,96.085,0.0,0.0,0.0,0.0,0.0,5,8
9,0,4.0,-2.0,-0.75,0.013104205900816,4168.7060005664825,0.0,1.0,1117.885,3804.145,554.26,0.0,0.0,0.0,128.308,0.0,0.0,99.938,0.0,0.0,5,9
